Smiles,Tg
[*]C1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C2C=C(OC3=CC4=C(C5=CC=CC=C5)C(C5=CC=CC=C5)=C(N=C4C=C3)C3=CC=C([*])C=C3)C=CC2=N1,344.85
[*]C1=NC2=C(C=CC=C2)C(C2=CC=C(OC3=CC=C(C=C3)C3=C(C4=CC=CC=C4)C(=NC4=C3C=CC=C4)C3=CC=C(OC4=CC=C([*])C=C4)C=C3)C=C2)=C1C1=CC=CC=C1,344.85
[*]C1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C2C=C(OC3=CC4=C(C5=CC=CC=C5)C(C5=CC=CC=C5)=C(N=C4C=C3)C3=CC=C(C=C3)C3=CC=C([*])C=C3)C=CC2=N1,350.85
[*]C1=CN=C2C=C3N=CC(=NC3=CC2=N1)C1=CC=C(C=C1)OC1=CC=C(C=C1)[*],352.85
[*]C1=C(N=C2C=CC(=CC2=N1)C1=CC=C2N=C(C3=CC=CC=C3)C(=NC2=C1)C1=CC=C([*])C=C1)C1=CC=CC=C1,371.85
[*]C1=CN=C2C=CC(=CC2=N1)C1=CC=C2N=CC(=NC2=C1)C1=CC=C(C=C1)[*],375.85
[*]C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)NC(=O)[*],384.85
[*]C3=C(N=C2C=C1N=C(C(=NC1=CC2=N3)C4=CC=C(C=C4)[*])C5=CC=CC=C5)C6=CC=CC=C6,394.85
[*]C3=C(N=C2C=C1N=C(C(=NC1=CC2=N3)C4=CC(=CC=C4)[*])C5=CC=CC=C5)C6=CC=CC=C6,394.85
[*]C1=CC=C(C=C1)N5C(=O)C4=CC2=C(C(N(C2=O)C3=CC=C(C=C3)O[*])=O)C=C4C5=O,398.85
[*]C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)C1(NC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)NC(=O)[*],399.85
[*]C1=CC=C(C=C1)N5C(=O)C4=CC2=C(C(N(C2=O)C3=CC=C(C=C3)C([*])=O)=O)C=C4C5=O,411.85
O=C1C2=C(CN1[*])C=C3C(C(N(C4=CC=CC=C4OC5=CC=C([*])C=C5)C3=O)=O)=C2,386
O=C(N1CCCCCCCCN2C(C3=C([*])C=CC=C3C2=O)=O)C4=C(C(OC5=CC=C(C=C5)OC6=CC=C(C=C6)O[*])=CC=C4)C1=O,128
O=C(N1CCCCCCCCN2C(C3=C([*])C=CC=C3C2=O)=O)C4=C(C(OC5=CC=C(C=C5)C(C(F)(F)F)(C(F)(F)F)C6=CC=C(C=C6)O[*])=CC=C4)C1=O,135
O=C(N1C2=CC=CC=C2OC3=CC=CC=C3N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)C6=CC([*])=CC=C6C1=O,289
O=C(N1C2=CC=CC=C2OC3=CC=CC(N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)=C3)C6=CC([*])=CC=C6C1=O,259
O=C(N1C2=CC=CC=C2OC3=CC=C(N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)C=C3)C6=CC([*])=CC=C6C1=O,287
O=C(N1C2=CC=CC=C2CC3=CC=CC=C3N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)C6=CC([*])=CC=C6C1=O,285
O=C(N1C2=CC=CC=C2CC3=CC=CC(N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)=C3)C6=CC([*])=CC=C6C1=O,258
O=C(N1C2=CC=CC=C2CC3=CC=C(N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)C=C3)C6=CC([*])=CC=C6C1=O,290
O=C(N1C2=CC=CC(S(C3=CC=CC(N4C(C5=CC=CC(O[*])=C5C4=O)=O)=C3)(=O)=O)=C2)C6=C([*])C=CC=C6C1=O,241
O=C(N1C2=CC=CC(S(C3=CC=CC(N4C(C5=CC=C(O[*])C=C5C4=O)=O)=C3)(=O)=O)=C2)C6=C([*])C=CC=C6C1=O,244
O=C(N1C2=CC=CC(OC3=CC=CC(OC4=CC=CC(N5C(C6=CC=CC([*])=C6C5=O)=O)=C4)=C3)=C2)C7=C([*])C=CC=C7C1=O,206
O=C(N1C2=CC=CC(OC3=CC=CC(OC4=CC=CC(N5C(C6=CC=C([*])C=C6C5=O)=O)=C4)=C3)=C2)C7=CC([*])=CC=C7C1=O,200
O=C(N1C2=CC=CC(OC3=CC=CC(OC4=CC=CC(N5C(C6=CC=C([*])C=C6C5=O)=O)=C4)=C3)=C2)C7=C([*])C=CC=C7C1=O,205
O=C(N1C2=CC=CC(OC3=CC=C(OC4=CC=C(N5C(C6=CC=CC(O[*])=C6C5=O)=O)C=C4)C=C3)=C2)C7=C([*])C=CC=C7C1=O,263
O=C(N1C2=CC=CC(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C=C3)=C2)C7=CC([*])=CC=C7C1=O,245
O=C(N1C2=CC=CC(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C=C3)=C2)C7=C([*])C=CC=C7C1=O,253
O=C(N1C2=CC=CC(OC3=CC=C(C(C(C=C4)=CC=C4OC5=CC=CC(N6C(C7=CC=CC(O[*])=C7C6=O)=O)=C5)=O)C=C3)=C2)C8=C([*])C=CC=C8C1=O,198
O=C(N1C2=CC=CC(OC3=CC=C(C(C(C=C4)=CC=C4OC5=CC=CC(N6C(C7=CC=C(O[*])C=C7C6=O)=O)=C5)=O)C=C3)=C2)C8=CC([*])=CC=C8C1=O,204
O=C(N1C2=CC=CC(OC3=CC=C(C(C(C=C4)=CC=C4OC5=CC=CC(N6C(C7=CC=C(O[*])C=C7C6=O)=O)=C5)=O)C=C3)=C2)C8=C([*])C=CC=C8C1=O,207
O=C(N1C2=CC=CC(OC3=CC(N4C(C5=CC=CC([*])=C5C4=O)=O)=CC=C3)=C2)C6=C([*])C=CC=C6C1=O,246
O=C(N1C2=CC=CC(OC3=CC(N4C(C5=CC=C([*])C=C5C4=O)=O)=CC=C3)=C2)C6=CC([*])=CC=C6C1=O,243
O=C(N1C2=CC=CC(OC3=CC(N4C(C5=CC=C([*])C=C5C4=O)=O)=CC=C3)=C2)C6=C([*])C=CC=C6C1=O,245
O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=CC(O[*])=C5)=C4C3=O)=O)=C2)C6=C([*])C=CC=C6C1=O,241
O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=C(SC6=CC=CC(O[*])=C6)C=C5)=C4C3=O)=O)=C2)C7=C([*])C=CC=C7C1=O,231
O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=C(S(C6=CC=CC(O[*])=C6)(=O)=O)C=C5)=C4C3=O)=O)=C2)C7=C([*])C=CC=C7C1=O,266
O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=C(OC6=CC=CC(O[*])=C6)C=C5)=C4C3=O)=O)=C2)C7=C([*])C=CC=C7C1=O,238
O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=C(O[*])C=C5)=C4C3=O)=O)=C2)C6=C([*])C=CC=C6C1=O,259
O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=C(C6=CC=C(O[*])C=C6)C=C5)=C4C3=O)=O)=C2)C7=C([*])C=CC=C7C1=O,275
O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=C(C(C6=CC=CC(O[*])=C6)=O)C=C5)=C4C3=O)=O)=C2)C7=C([*])C=CC=C7C1=O,248
O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=C(C(C)(C)C6=CC=CC(O[*])=C6)C=C5)=C4C3=O)=O)=C2)C7=C([*])C=CC=C7C1=O,236
O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=CC(O[*])=C5)C=C4C3=O)=O)=C2)C6=CC([*])=CC=C6C1=O,224
O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(SC6=CC=CC(O[*])=C6)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,209
O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(S(C6=CC=CC(O[*])=C6)(=O)=O)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,265
O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(OC6=CC=CC(O[*])=C6)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,227
O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(O[*])C=C5)C=C4C3=O)=O)=C2)C6=CC([*])=CC=C6C1=O,255
O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(C6=CC=C(O[*])C=C6)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,247
O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(C(C6=CC=CC(O[*])=C6)=O)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,239
O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(C(C)(C)C6=CC=CC(O[*])=C6)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,215
O=C(N1C2=CC=CC(N3C(C4=CC=C(O[*])C=C4C3=O)=O)=C2)C5=CC([*])=CC=C5C1=O,261
O=C(N1C2=CC=CC(N3C(C4=CC=C(CC5=CC=C(C(C)(C)C6=CC=C(O[*])C=C6)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,215
O=C(N1C2=CC=CC(N3C(C4=CC=C(C(C(F)(F)F)(C(F)(F)F)[*])C=C4C3=O)=O)=C2)C5=CC([*])=CC=C5C1=O,297
O=C(N1C2=CC=CC(N3C(C4=CC=C(C([*])=O)C=C4C3=O)=O)=C2)C5=CC([*])=CC=C5C1=O,300
O=C(N1C2=CC=CC(N3C(C4=CC=C(C([*])=O)C=C4C3=O)=O)=C2)C5=CC([*])=CC=C5C1=O,300
O=C(N1C2=CC=CC(N3C(C(OC4=CC=C(C(C)(C)C5=CC=C([*])C=C5)C=C4)=C(Cl)C3=O)=O)=C2)C(Cl)=C([*])C1=O,163
O=C(N1C2=CC=CC(C(C3=CC=CC(N4C(C5=CC=CC(O[*])=C5C4=O)=O)=C3)=O)=C2)C6=C([*])C=CC=C6C1=O,234
O=C(N1C2=CC=CC(C(C3=CC=CC(N4C(C5=CC=C(O[*])C=C5C4=O)=O)=C3)=O)=C2)C6=C([*])C=CC=C6C1=O,243
O=C(N1C2=CC=C(SC3=CC=C(N4C(C5=CC=C(O[*])C=C5C4=O)=O)C=C3)C=C2)C6=CC([*])=CC=C6C1=O,269
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=CC(OC7=CC=C(SC8=CC=CC(O[*])=C8)C=C7)=C6C5=O)=O)C=C4)=C3)C=C2)C9=C([*])C=CC=C9C1=O,230
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=CC(OC7=CC=C(S(C8=CC=CC(O[*])=C8)(=O)=O)C=C7)=C6C5=O)=O)C=C4)=C3)C=C2)C9=C([*])C=CC=C9C1=O,216
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=CC(OC7=CC=C(OC8=CC=CC(O[*])=C8)C=C7)=C6C5=O)=O)C=C4)=C3)C=C2)C9=C([*])C=CC=C9C1=O,198
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=CC(OC7=CC=C(O[*])C=C7)=C6C5=O)=O)C=C4)=C3)C=C2)C8=C([*])C=CC=C8C1=O,214
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=CC(OC7=CC=C(C8=CC=C(O[*])C=C8)C=C7)=C6C5=O)=O)C=C4)=C3)C=C2)C9=C([*])C=CC=C9C1=O,224
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=CC(OC7=CC=C(C(C)(C)C8=CC=CC(O[*])=C8)C=C7)=C6C5=O)=O)C=C4)=C3)C=C2)C9=C([*])C=CC=C9C1=O,202
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=C(OC7=CC=CC(O[*])=C7)C=C6C5=O)=O)C=C4)=C3)C=C2)C8=CC([*])=CC=C8C1=O,188
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=C(OC7=CC=C(SC8=CC=CC(O[*])=C8)C=C7)C=C6C5=O)=O)C=C4)=C3)C=C2)C9=CC([*])=CC=C9C1=O,219
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=C(OC7=CC=C(S(C8=CC=CC(O[*])=C8)(=O)=O)C=C7)C=C6C5=O)=O)C=C4)=C3)C=C2)C9=CC([*])=CC=C9C1=O,194
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=C(OC7=CC=C(OC8=CC=CC(O[*])=C8)C=C7)C=C6C5=O)=O)C=C4)=C3)C=C2)C9=CC([*])=CC=C9C1=O,184
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=C(OC7=CC=C(C(C)(C)C8=CC=CC(O[*])=C8)C=C7)C=C6C5=O)=O)C=C4)=C3)C=C2)C9=CC([*])=CC=C9C1=O,178
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=C([*])C=C6C5=O)=O)C=C4)=C3)C=C2)C7=CC([*])=CC=C7C1=O,211
O=C(N1C2=CC=C(OC3=CC=CC(OC4=CC=C(N5C(C6=CC=C([*])C=C6C5=O)=O)C=C4)=C3)C=C2)C7=C([*])C=CC=C7C1=O,248
O=C(N1C2=CC=C(OC3=CC=CC(OC(C=C4)=CC=C4N5C(C6=CC=CC(OC7=CC=CC(O[*])=C7)=C6C5=O)=O)=C3)C=C2)C8=C([*])C=CC=C8C1=O,193
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=CC(S[*])=C6C5=O)=O)C=C4)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,250
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=CC([*])=C6C5=O)=O)C=C4)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,293
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C(S[*])C=C6C5=O)=O)C=C4)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,234
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C(S[*])C=C6C5=O)=O)C=C4)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,242
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,250
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,245
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,253
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C(C(C)(C)C)=C3)C=C2)C7=CC([*])=CC=C7C1=O,240
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C([*])C=C6C5=O)=O)C=C4)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,257
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=CC=C([*])C=C6C5=O)=O)C=C4)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,283
O=C(N1C2=CC=C(OC3=CC=C(OC4=CC=C(N5C(C6=C(O[*])C=CC=C6C5=O)=O)C=C4)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,263
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(S[*])=C5C4=O)=O)C=C3)C=C2)C6=C([*])C=CC=C6C1=O,293
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(S[*])=C5C4=O)=O)C=C3)C=C2)C6=C([*])C=CC=C6C1=O,281
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=CC(O[*])=C6)=C5C4=O)=O)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,226
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(SC7=CC=CC(O[*])=C7)C=C6)=C5C4=O)=O)C=C3)C=C2)C8=C([*])C=CC=C8C1=O,234
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(S(C7=CC=CC(O[*])=C7)(=O)=O)C=C6)=C5C4=O)=O)C=C3)C=C2)C8=C([*])C=CC=C8C1=O,267
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(OC7=CC=CC(O[*])=C7)C=C6)=C5C4=O)=O)C=C3)C=C2)C8=C([*])C=CC=C8C1=O,239
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(O[*])C=C6)=C5C4=O)=O)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,245
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(O[*])C=C6)=C5C4=O)=O)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,269
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(O[*])C=C6)=C5C4=O)=O)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,269
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(O[*])C=C6)=C5C4=O)=O)C=C3)C=C2)C7=C([*])C=CC=C7C1=O,263
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(C7=CC=C(O[*])C=C7)C=C6)=C5C4=O)=O)C=C3)C=C2)C8=C([*])C=CC=C8C1=O,277
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(C(C7=CC=CC(O[*])=C7)=O)C=C6)=C5C4=O)=O)C=C3)C=C2)C8=C([*])C=CC=C8C1=O,252
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(OC6=CC=C(C(C)(C)C7=CC=CC(O[*])=C7)C=C6)=C5C4=O)=O)C=C3)C=C2)C8=C([*])C=CC=C8C1=O,235
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC(O[*])=C5C4=O)=O)C=C3)C=C2)C6=C([*])C=CC=C6C1=O,295
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=CC([*])=C5C4=O)=O)C=C3)C=C2)C6=C([*])C=CC=C6C1=O,330
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(S[*])C=C5C4=O)=O)C=C3)C=C2)C6=CC([*])=CC=C6C1=O,266
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(S[*])C=C5C4=O)=O)C=C3)C=C2)C6=CC([*])=CC=C6C1=O,263
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(S[*])C=C5C4=O)=O)C=C3)C=C2)C6=C([*])C=CC=C6C1=O,282
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(S[*])C=C5C4=O)=O)C=C3)C=C2)C6=C([*])C=CC=C6C1=O,269
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=CC(O[*])=C6)C=C5C4=O)=O)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,209
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(SC7=CC=CC(O[*])=C7)C=C6)C=C5C4=O)=O)C=C3)C=C2)C8=CC([*])=CC=C8C1=O,212
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(S(C7=CC=CC(O[*])=C7)(=O)=O)C=C6)C=C5C4=O)=O)C=C3)C=C2)C8=CC([*])=CC=C8C1=O,260
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(OC7=CC=CC(O[*])=C7)C=C6)C=C5C4=O)=O)C=C3)C=C2)C8=CC([*])=CC=C8C1=O,215
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(O[*])C=C6)C=C5C4=O)=O)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,245
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(O[*])C=C6)C=C5C4=O)=O)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,237
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(O[*])C=C6)C=C5C4=O)=O)C=C3)C=C2)C7=CC([*])=CC=C7C1=O,232
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(C7=CC=C(O[*])C=C7)C=C6)C=C5C4=O)=O)C=C3)C=C2)C8=CC([*])=CC=C8C1=O,229
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(C(C7=CC=CC(O[*])=C7)=O)C=C6)C=C5C4=O)=O)C=C3)C=C2)C8=CC([*])=CC=C8C1=O,210
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(OC6=CC=C(C(C)(C)C7=CC=CC(O[*])=C7)C=C6)C=C5C4=O)=O)C=C3)C=C2)C8=CC([*])=CC=C8C1=O,223
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(O[*])C=C5C4=O)=O)C=C3)C=C2)C6=CC([*])=CC=C6C1=O,270
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(O[*])C=C5C4=O)=O)C=C3)C=C2)C6=CC([*])=CC=C6C1=O,269
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(O[*])C=C5C4=O)=O)C=C3)C=C2)C6=C([*])C=CC=C6C1=O,278
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)C=C3)C=C2)C6=CC([*])=CC=C6C1=O,290
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)C=C3)C=C2)C6=CC([*])=CC=C6C1=O,277
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C([*])C=C5C4=O)=O)C=C3)C=C2)C6=CC([*])=CC=C6C1=O,262
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC=C([*])C=C5C4=O)=O)C=C3)C=C2)C6=C([*])C=CC=C6C1=O,319
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC(O[*])=CC=C5C4=O)=O)C=C3)C=C2)C6=CC=CC([*])=C6C1=O,278
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=CC([*])=CC=C5C4=O)=O)C=C3)C=C2)C6=CC=C([*])C=C6C1=O,306
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=C(O[*])C=CC=C5C4=O)=O)C=C3)C=C2)C6=CC=CC([*])=C6C1=O,295
O=C(N1C2=CC=C(OC3=CC=C(N4C(C5=C([*])C=CC=C5C4=O)=O)C=C3)C=C2)C6=CC=CC([*])=C6C1=O,296
O=C(N1C2=CC=C(OC3=CC=C(N(C4=O)C(C5=C4C=CC(C([*])=O)=C5)=O)C=C3)C=C2)C6=CC=CC([*])=C6C1=O,343
O=C(N1C2=CC=C(OC3=CC=C(N(C4=O)C(C5=C4C=CC(C([*])=O)=C5)=O)C=C3)C=C2)C6=CC=C([*])C=C6C1=O,306
O=C(N1C2=CC=C(OC3=CC=C(C(C)(C4=CC=C(OC5=CC=C(N6C(C7=CC=CC([*])=C7C6=O)=O)C=C5)C=C4)C)C=C3)C=C2)C8=CC=CC([*])=C8C1=O,260
O=C(N1C2=CC=C(OC3=CC=C(C(C)(C4=CC=C(OC5=CC=C(N6C(C7=CC([*])=CC=C7C6=O)=O)C=C5)C=C4)C)C=C3)C=C2)C8=CC=C([*])C=C8C1=O,245
O=C(N1C2=CC=C(OC3=CC(C)=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C(C)=C3C)C=C2)C7=CC([*])=CC=C7C1=O,261
O=C(N1C2=CC=C(OC3=C(C(C)(C)C)C=C(OC4=CC=C(N5C(C6=CC=C(O[*])C=C6C5=O)=O)C=C4)C(C(C)(C)C)=C3)C=C2)C7=CC([*])=CC=C7C1=O,242
